x [nm],y [nm],z [nm],frame,uncertainty [nm],intensity [photon],offset [photon],loglikelihood
15892,19767,0,2380,6.0098,2798.9,140.3,56.811
16298,6802.8,0,2380,7.7865,2251.1,174.77,127.87
16981,21698,0,2380,5.8957,2816.6,133.59,103.64
17166,4966.8,0,2380,4.2957,3747.1,97.44,81.904
18778,19400,0,2380,4.4121,3860.9,116.2,79.519
21120,14997,0,2380,4.719,3696.4,121.34,89.293
4425.2,17880,0,2381,6.0059,2358.5,87.197,101.62
5087.5,18399,0,2381,5.1455,2906.2,90.96,106.3
10813,14213,0,2381,5.7988,2600.1,99.604,76.661
11298,7472.5,0,2381,3.0663,6216.4,113.2,77.747
11811,19770,0,2381,4.6554,3604.4,113.65,85.042
15733,4510.5,0,2381,6.0331,2437.5,98.16,73.987
15898,19761,0,2381,5.9762,2765.4,133.52,101.12
17158,4947.3,0,2381,4.4674,3553.5,96.574,70.078
18790,19408,0,2381,4.1858,4084.4,112.8,58.912
5106.1,18406,0,2382,5.2693,2850.6,92.98,96.283
7236.9,6803.6,0,2382,6.3596,2554.7,124.13,84.491
8825.7,14880,0,2382,6.2117,2516.3,117.46,96.987
10811,14229,0,2382,5.8034,2571.4,98.664,70.722
11340,7536.3,0,2382,3.7666,4770.3,119.5,80.366
11803,19771,0,2382,4.4669,3858.8,117.65,80.435
15893,19752,0,2382,5.6378,3002.3,137.41,87.628
17146,4948.1,0,2382,4.2179,3753.2,90.374,75.954
18269,6304.7,0,2382,4.8458,3255.1,101.21,89.766
3870,20532,0,2383,4.9689,3236.6,108.39,84.719
5098.5,18403,0,2383,5.2,2860.1,89.868,84.061
7247.4,6774.6,0,2383,7.1092,2186.4,119,58.679
8888.7,15094,0,2383,4.7129,3543.9,115.63,79.018
11406,7533.2,0,2383,3.1769,5999,118.03,81.405
11809,19773,0,2383,4.5152,3837.3,121.32,125.25
15734,4510.4,0,2383,5.4258,2814.1,101.1,74.005
15903,19771,0,2383,6.3418,2684.4,148.56,84.38
16146,7293.2,0,2383,5.5521,3174.8,144.88,181.19
16529,17999,0,2383,7.1795,2283.8,142.42,55.547
18268,6296.7,0,2383,5.111,3085.8,105.89,55.724
3876.8,20526,0,2384,5.5127,2807.2,105.12,85.408
5136.8,15724,0,2384,6.6519,2359.4,109.46,19.657
8961,15029,0,2384,5.322,3003.6,112.85,68.489
11393,7559.3,0,2384,5.3359,3032.1,116.23,71.011
11815,19771,0,2384,4.6596,3635.3,117.32,94.027
15901,19754,0,2384,6.1772,2672.7,135.52,68.816
18268,6296.2,0,2384,4.8305,3328.7,107.06,78.19
3866,20521,0,2385,5.3088,2954.1,106.1,78.738
5097.8,18389,0,2385,6.6915,2155.4,99.037,101.45
8901.7,15046,0,2385,4.3553,3793.3,103.91,91.066
11351,7539.8,0,2385,6.1581,2500,112.93,65.888
16235,7130.6,0,2385,4.9218,3765,158.38,192.48
16776,12000,0,2385,5.5393,3006.5,124.98,83.815
16953,10458,0,2385,4.3388,3855.4,109.78,124.43
18272,6288.8,0,2385,4.9924,3199.8,107.98,76.242
8952.2,15136,0,2386,4.4782,3672,106.7,74.005
10463,4461.1,0,2386,7.472,2008.4,116.77,76.408
16770,11996,0,2386,5.4552,3056.6,127.14,100.88
18273,6286.3,0,2386,4.6453,3427.6,100.94,53.246
5112.4,15732,0,2387,6.9447,2204.4,106.39,124.54
5184.4,17774,0,2387,6.1879,2279.5,86.725,37.426
8190,6020.9,0,2387,6.2248,2609.5,128.62,67.163
8826.3,15067,0,2387,5.4688,2934.6,114.26,60.68
8827.3,15067,0,2387,5.2688,3036.9,110.54,57.853
10463,4458.5,0,2387,7.454,1987.2,112.92,64.318
16750,11994,0,2387,4.0179,4633,138.8,110.73
17179,17316,0,2387,4.2096,4128.5,118.04,76.769
3864,20519,0,2388,7.6078,1829.2,96.154,63.597
5195.9,17786,0,2388,6.7247,2138.9,97.601,60.689
8189.8,6019,0,2388,6.1649,2662.9,131.45,71.551
8872.4,15189,0,2388,4.7537,3391.5,105,72.047
14137,11801,0,2388,3.6024,4865.5,103.27,66.031
16748,11997,0,2388,3.5396,5584,148.05,157.71
17166,17316,0,2388,5.9005,2705.2,119.29,44.957
8191,6014.7,0,2389,6.5361,2515.1,135.97,74.031
8904.1,15162,0,2389,4.9593,3290.7,111.1,46.892
14140,11797,0,2389,2.7097,7251.2,105.5,105.16
16756,11997,0,2389,3.5208,5641.2,149.31,159.95
5187.2,17783,0,2390,5.9762,2333.2,83.059,58.107
7229.4,8053.5,0,2390,5.8223,2552.5,95.711,66.468
8185.9,6022.3,0,2390,5.7973,2852.5,129.39,73.184
8837.5,14950,0,2390,5.6587,2746.7,108.42,68.41
13725,19845,0,2390,3.7793,4696.8,114.06,131.31
14179,10005,0,2390,7.668,2033.1,128.35,83.563
14146,11815,0,2390,3.745,4605.8,100,113.68
16540,20359,0,2390,6.5007,2839.1,179.63,89.869
16754,11997,0,2390,3.8074,5006.8,141.95,175.52
6065.5,8898.2,0,2391,9.0168,1776.6,147.45,71.039
7227.2,8057.6,0,2391,6.5436,2204.6,95.336,68.331
8170.5,6027.6,0,2391,6.7649,2377.1,128.51,98.54
8809.9,15116,0,2391,6.0295,2652.4,121.36,60.108
13713,19833,0,2391,3.6414,4872.6,108.99,93.238
14136,11808,0,2391,4.8265,3272.1,99.375,45.55
16757,12008,0,2391,3.5437,5756.9,162.15,124.23
20472,20000,0,2391,5.6716,2827.2,116.01,47.667
5180.4,17762,0,2392,6.339,2187.2,84.806,41.883
5647.5,14356,0,2392,5.286,2845.7,92.881,73.67
6855.3,19706,0,2392,7.6031,2012.6,121.4,89.874
8725.1,15232,0,2392,5.8074,2688.7,112.44,64.315
10997,18907,0,2392,6.3829,2496.2,119.8,66.886
12407,8597.8,0,2392,5.9993,2919.5,150.18,65.026
13710,19813,0,2392,4.3962,3827.9,110.13,101.63
14139,11794,0,2392,4.9165,3256.2,105.33,85.982
16745,11991,0,2392,3.9603,4723,139.13,130.19
5656.1,14355,0,2393,4.9691,3067.9,91.368,75.878
6898.1,19724,0,2393,6.786,2212.8,110.45,75.89
7224.3,8060.6,0,2393,5.5451,2646,89.28,68.225
8702.7,15450,0,2393,4.3002,4086.5,124.18,80.831
10721,14384,0,2393,5.7733,2591.8,99.516,66.019
10997,18962,0,2393,5.9512,2682.8,119.37,89.952
12407,8624.7,0,2393,5.9614,2848.9,138.61,68.211
14056,15988,0,2393,5.3316,3027,109.45,63.167
15333,19101,0,2393,6.7274,2496.1,146.97,104.17
16738,12002,0,2393,3.5683,5561.4,150.87,132.91
20474,20003,0,2393,5.6604,2774.4,109.83,82.486
5637.4,14366,0,2394,5.4025,2772.2,93.765,69.026
6900.6,19730,0,2394,5.9414,2568.1,106.6,97.426
7229.1,8066,0,2394,5.2989,2793.1,88.611,41.827
8797.7,15887,0,2394,5.3158,3103.6,121.75,104.8
12408,8629.3,0,2394,5.9676,2808.7,133.96,59.436
14071,15991,0,2394,5.2269,3081.9,107.29,89.67
15348,19109,0,2394,6.1112,2932.5,165.35,102.16
16752,12000,0,2394,5.7504,2910.4,132.99,98.411
18409,15185,0,2394,4.7682,3597.7,124.42,80.37
20476,20003,0,2394,4.323,3989,116.16,107.57
20754,21478,0,2394,15938,1,147.96,729.89
5657.9,14362,0,2395,4.9953,3064.6,92.842,42.694
6911.9,19725,0,2395,6.1806,2489.2,109.6,65.264
6911.9,19726,0,2395,6.0888,2510.8,108.72,61.698
7235.7,8052.9,0,2395,6.0668,2415.9,94.776,62.157
8802.3,15879,0,2395,5.9375,2772.7,130.3,88.294
12409,8603.3,0,2395,7.0298,2312.2,134.25,58.006
14071,15986,0,2395,4.9712,3277.9,106.5,97.01
15342,19105,0,2395,7.6451,2160.1,149.33,69.079
16747,12007,0,2395,7.7754,1998.9,128.24,66.099
17072,8122.8,0,2395,5.7495,2593.8,98.231,66.813
18399,15190,0,2395,4.7282,3612.1,123.01,71.678
20472,20005,0,2395,3.065,6668.5,136.21,113.78
20704,21488,0,2395,15973,1,156.85,1005.9
5660.7,14369,0,2396,4.9794,3108.6,95.457,66.326
7235.2,8048.5,0,2396,6.2718,2285.3,90.924,53.805
10377,12311,0,2396,8.984,1725.6,135.17,72.39
12235,13969,0,2396,5.5036,3077.5,134.53,119.74
12402,8625.4,0,2396,6.3833,2546.9,128.3,70.622
14069,15978,0,2396,5.6694,2792.7,108.11,17.043
17232,8079.6,0,2396,6.5059,2358.1,114.16,46.508
18407,15197,0,2396,4.6698,3596.2,116.01,75.745
20485,19995,0,2396,3.0415,6711.8,138,151.18
20946,21487,0,2396,16145,1,159.02,1446.3
7221.7,8045.8,0,2397,6.439,2232.6,92.924,62.841
10374,12321,0,2397,8.1706,1923.1,134.71,67.034
12406,8624.3,0,2397,6.2586,2489.7,113.36,56.144
14078,15983,0,2397,5.2743,3044.9,106.7,115.41
20477,20001,0,2397,4.0367,4468.6,124.97,148.81
7229.8,8042,0,2398,5.9897,2473.2,96.19,59.577
12422,8614.6,0,2398,7.1125,2044.9,101.06,64.583
14068,15987,0,2398,5.297,3031.8,107.43,81.89
5188.4,17766,0,2399,6.6073,2133.6,90.896,59.62
7225.5,8044.4,0,2399,6.2342,2350.4,95.897,74.405
10401,12304,0,2399,8.9816,1789.1,146.21,86.184
5181.6,17763,0,2400,6.3604,2241.6,91.722,52.63
5181.4,17766,0,2400,6.5203,2191.7,93.629,65.294
7222,8048.8,0,2400,5.7931,2491.2,87.49,94.877
18498,15232,0,2400,4.7994,3432.9,113.58,86.879
19980,15081,0,2400,6.8921,2168.7,109.43,60.199
5188.3,17770,0,2401,6.8311,2068.6,93.119,67.644
5187.7,17771,0,2401,6.6829,2108.1,91.636,83.054
7223.2,8058.1,0,2401,5.6706,2586.8,90.607,71.391
14055,15981,0,2401,5.1458,3072.5,100.37,97.836
15816,20085,0,2401,8.8991,1916.7,170.56,115.58
18487,15229,0,2401,5.1151,3068.9,104.43,98.658
19984,15085,0,2401,5.6234,2873.1,116.48,64.647
4963.9,15448,0,2402,6.8457,2130.8,104.26,63.636
5169.6,17784,0,2402,6.0434,2345.3,87.75,91.271
14061,15977,0,2402,5.3691,2952.3,104.3,134.37
5180.5,17776,0,2403,6.2979,2243.4,88.113,62.573
13407,14974,0,2403,7.4888,2095.1,127.45,75.488
14062,15977,0,2403,5.4704,2957.4,111.9,73.36
14606,3674,0,2403,5.815,2667.7,108.68,62.334
5166.5,17792,0,2404,6.0758,2324.6,87.414,62.244
5773.3,14369,0,2404,4.058,4631.5,141.3,120.8
12624,5443.9,0,2404,6.2741,2503.4,118.09,96.286
14063,15954,0,2404,5.785,2826.2,117.67,102.46
14623,3674.3,0,2404,5.7783,2664.9,105.43,52.824
5839.4,14396,0,2405,4.017,4983.9,170.48,380.73
11196,17967,0,2405,5.1981,3194.8,122.05,62.829
12612,5439.9,0,2405,6.1337,2563.4,116.54,92.34
15954,4812.7,0,2405,5.3319,2985.4,108.32,54.954
5173.6,17796,0,2406,6.8808,2104.7,101.15,45.258
5315.6,15676,0,2406,6.287,2450.6,99.52,15.016
5846,14356,0,2406,2.8743,7566.7,161.19,195.2
10140,8622.8,0,2406,7.2079,2083.3,112.88,107.21
10675,6380.8,0,2406,6.7402,2279.9,118.43,72.307
12619,5444.9,0,2406,6.5501,2319.2,110.65,60.29
14061,15985,0,2406,6.074,2719.8,127,116.85
18774,19422,0,2406,4.3121,3929.3,113.17,87.388
5185.6,17786,0,2407,6.3681,2271.9,93.827,72.617
5321.9,15676,0,2407,6.5806,2291.5,96.7,62.721
5881.3,14399,0,2407,2.9935,6675.2,124.97,65.619
10154,8640.4,0,2407,4.979,3303.4,114.04,104.08
12637,5477.2,0,2407,6.8337,2269,120.47,100.71
14069,15977,0,2407,5.5365,3045.2,126.13,111.1
5285.6,15666,0,2408,6.8473,2181.7,101.8,13.123
5991.4,14443,0,2408,3.6639,5438.7,154.7,324.19
10141,8644.1,0,2408,5.5091,2893.5,112.37,130.56
13605,7236.5,0,2408,6.0862,2462.8,104.24,65.618
14066,15980,0,2408,5.0993,3244.4,113.27,87.717
20932,15749,0,2408,8.8648,1927.4,168.81,104.62
5316.4,15686,0,2409,6.2868,2453,100.62,43.189
6167.4,14490,0,2409,3.8004,5037.2,145.26,97.659
12638,5474.8,0,2409,6.3,2581.6,130.42,183.2
16571,18871,0,2409,7.0966,2252.9,132.52,77.773
5327.8,15685,0,2410,7.0327,2127.3,99.428,58.057
6356.7,14521,0,2410,5.01,3472.4,135.6,190.4
10974,5594.6,0,2410,6.9636,2171.5,108.14,38.858
11084,4665.8,0,2410,4.5008,3445.2,89.564,97.058
12043,10040,0,2410,6.1453,2640.7,124.62,70.222
12626,5434.9,0,2410,5.2655,2998.8,107.21,72.158
5195.7,17795,0,2411,6.3635,2290.7,98.028,70.764
5319.9,15678,0,2411,7.2146,2103.7,104.38,76.246
6443.9,14551,0,2411,3.4588,5414.7,122.82,97.637
8398.1,10076,0,2411,3.0921,5951.8,100.39,135.46
10736,14399,0,2411,4.5253,3606.5,104.16,51.819
10962,5607.8,0,2411,7.2184,2103.5,112.58,78.488
12623,5457.8,0,2411,7.0288,2124.3,109.93,64.086
15711,4515.1,0,2411,7.3075,1983.9,105.39,76.31
5209.6,17795,0,2412,5.7469,2624.4,100.28,46.679
6450,14551,0,2412,4.3774,3894.6,116.28,102.1
8404.1,10082,0,2412,2.6958,7363.9,107.68,149.68
10736,14393,0,2412,5.0277,3181.9,107.39,87.282
10968,5616.7,0,2412,7.13,2102.9,108.58,55.041
11255,16764,0,2412,6.6812,2302.9,110.46,27.079
12624,5441.4,0,2412,5.6016,2865.5,116.74,58.075
15721,4514.3,0,2412,5.4477,2901.2,110.96,55.759
8393.1,10081,0,2413,2.9887,6281.5,102.09,100.25
10738,14402,0,2413,5.6364,2778.9,109.74,67.886
10966,5601.6,0,2413,7.1054,2123.3,109.82,77.917
15719,4514.4,0,2413,5.4703,2935.5,116.1,95.544
16543,17483,0,2413,3.0936,6311.1,123.7,54.85
5069.2,18336,0,2414,6.6254,2188.2,100.38,120.4
5170.7,17815,0,2414,6.401,2277.3,98.767,91.406
6431.5,14531,0,2414,5.6347,2857.5,116.41,89.137
8395.3,10074,0,2414,3.532,4964,100.71,111.1
10733,14392,0,2414,5.7281,2743.6,110.87,99.011
10983,5605.2,0,2414,7.2699,2083.4,110.85,63.647
14837,9593.2,0,2414,3.7775,4821.3,121.89,70.382
15149,11240,0,2414,6.3695,2460.1,119.55,50.341
15719,4498,0,2414,6.4005,2380.2,110.37,98.643
16697,17258,0,2414,2.9476,7426.5,166.6,448.39
17232,4877,0,2414,4.3232,3768.7,99.235,83.257
6445.5,14549,0,2415,3.4399,5403.6,119.28,106.19
8398.4,10074,0,2415,4.2272,4011.1,109.23,105.67
9194.1,4630.2,0,2415,5.5226,2791.1,105.27,82.112
11090,5476.9,0,2415,7.1597,2165.6,117.93,106.55
14846,9548.9,0,2415,3.361,5966.6,142.98,53.781
15167,11221,0,2415,7.1438,2186.2,125.19,53.539
15714,4508.3,0,2415,5.6639,2776.9,111.91,84.943
16717,17235,0,2415,2.3867,10028,172.49,342.81
5074.6,18326,0,2416,6.8672,2136.9,105.47,100.58
6427.9,14523,0,2416,2.7486,7793.4,140.02,130.84
8390.4,10073,0,2416,4.4053,3815.8,110.16,82.858
9200.8,4621.9,0,2416,6.1978,2356.9,97.984,94.412
12870,21293,0,2416,6.8391,2218.6,114.65,74.979
14792,19796,0,2416,5.6086,2937.6,126.72,90.508
14935,9586.2,0,2416,6.6609,2359,122.14,51.705
15712,4504,0,2416,5.2873,3019.5,111.14,64.661
16715,17234,0,2416,2.3507,10083,163.31,451.68
20363,12443,0,2416,4.1679,3947.7,98.264,50.462
5058.6,18323,0,2417,6.4386,2284.8,102.15,104.54
6431.8,14522,0,2417,3.5482,5464.8,136.22,115.95
8395.1,10067,0,2417,3.6302,4928.3,110.98,79.303
9203.5,4633,0,2417,5.4925,2747.7,98.782,81.241
14813,19779,0,2417,5.5915,2858.8,116.91,78.813
14933,9723.9,0,2417,3.0775,6505.9,133.59,128.4
15730,4507.8,0,2417,5.2579,2980.7,105.96,63.581
16720,17219,0,2417,2.5041,8493.2,120.51,136.59
20010,15110,0,2417,6.7398,2385.4,130.79,83.862
20360,12432,0,2417,4.309,3795.7,100.2,88.422
5183,17812,0,2418,7.1265,2056,106.38,112.96
6436.7,14534,0,2418,4.3041,4183.4,129.01,115.01
8395.5,10073,0,2418,3.4446,5250.1,108.19,76.009
9190.2,4629.4,0,2418,5.3935,2771.4,95.021,96.195
12922,9080.1,0,2418,5.8377,2550.3,98.835,90.749
14804,19793,0,2418,4.5445,3759.1,120.7,72.605
14953,9691.3,0,2418,3.4716,5724.8,145.36,243.24
15718,4499,0,2418,5.4026,2953.7,112.1,104.89
16722,17219,0,2418,2.4148,9161.3,131.36,208.61
20354,12436,0,2418,4.2954,3787.8,98.688,94.363
5058.5,18327,0,2419,5.9174,2482.3,96.488,102.15
5174.5,17784,0,2419,6.3584,2299.3,96.645,63.29
8387.5,10067,0,2419,3.6486,4899.3,110.88,113.66
9192.1,4633.9,0,2419,5.877,2509.3,97.437,74.46
10690,6298.2,0,2419,4.5129,3377.9,86.289,49.484
10991,18875,0,2419,5.6279,2897.5,118.2,62.535
12906,9075.3,0,2419,5.8654,2494.9,93.888,90.529
14793,19783,0,2419,4.4343,3816.3,115.63,95.094
14940,9559.7,0,2419,4.2223,4365.5,137.47,112.86
15724,4511.3,0,2419,5.1645,3063.7,107.21,61.188
16735,17211,0,2419,3.4215,5490,118.58,114.03
20365,12440,0,2419,4.3267,3799.6,102.61,84.158
5072.5,18326,0,2420,5.9742,2427.8,93.755,106.82
8381.3,10079,0,2420,5.8401,2601.1,101.99,60.464
10699,6312.7,0,2420,4.548,3375.9,88.087,78.313
10989,18962,0,2420,5.8505,2701.4,114.65,70.967
12899,9082.8,0,2420,5.487,2740.8,96.747,61.886
14095,15746,0,2420,5.7821,2811.3,112.09,92.557
14794,19793,0,2420,3.5711,5170.8,122.28,102.69
15136,9525.4,0,2420,6.3581,2356.6,104.65,58.161
15730,4499.3,0,2420,5.2642,3026.6,110.7,73.856
16734,17231,0,2420,7.5494,2038.8,123.5,112.46
20367,12433,0,2420,4.4587,3711.9,106.38,102.93
5071.2,18324,0,2421,6.2576,2339.2,99.072,126.72
8406.3,10062,0,2421,5.8677,2492.4,93.202,72.879
10697,6305.1,0,2421,4.6012,3326.1,88.616,90.263
12916,9084.7,0,2421,5.2348,2918.8,97.768,56.821
13598,21837,0,2421,6.3654,2587.9,123.28,58.932
14045,11457,0,2421,4.2788,3738.9,95.018,84.592
14804,19787,0,2421,4.7208,3631.9,125.84,83.168
15716,4503.5,0,2421,5.6046,2801.3,110.25,85.101
15721,4502.9,0,2421,5.6417,2779.3,110.91,81.558
16243,5931.8,0,2421,5.0678,3118.8,104.74,81.201
5087.8,18328,0,2422,6.7862,2148.8,102.91,84.439
6226.2,14876,0,2422,6.0086,2465.6,99.549,80.101
8388.9,10076,0,2422,5.8433,2546.5,96.713,97.207
10687,6313.2,0,2422,4.383,3528.2,86.803,93.806
12904,9074.9,0,2422,6.2559,2411.9,106.34,55.387
13805,21859,0,2422,6.7216,2510.8,127,96.163
14042,11464,0,2422,3.4475,5189.1,107.14,130.73
14725,19689,0,2422,6.1207,2640.8,126.74,69.303
15724,4514,0,2422,5.2522,2955.7,102.98,81.101
5554.7,16033,0,2423,6.3216,2271.4,92.613,111.2
6222.8,14874,0,2423,5.8228,2587.6,101.86,106.15
8385.9,10070,0,2423,6.169,2384.2,97.238,124.37
10698,6304.2,0,2423,4.4808,3460.4,89.917,70.662
12912,9077.4,0,2423,5.7261,2674.6,104.93,91.071
14038,11474,0,2423,3.8512,4463.4,106.06,106.67
14062,21626,0,2423,6.1588,2532.7,115.73,43.554
14758,19743,0,2423,5.4472,3018.3,123.61,74.137
15722,4506.2,0,2423,5.1606,2997.1,100.28,71.046
5559.1,16033,0,2424,6.0621,2386.5,91.709,75.499
5934.6,18359,0,2424,7.3101,2051.6,115.57,53.619
6234.6,14867,0,2424,6.0821,2423.9,99.085,96.127
8397,10055,0,2424,6.3791,2256.8,94.297,50.324
10688,6304.4,0,2424,5.1767,2964.7,98.77,75.889
12545,7866.4,0,2424,6.5113,2205.6,96.345,52.233
13411,14925,0,2424,7.3822,2163.2,135.39,46.993
14035,11450,0,2424,4.4473,3619.7,100.41,80.936
15732,4497.9,0,2424,5.6643,2723.5,106.71,52.152
16135,18643,0,2424,6.1829,2657.8,125.41,34.967
5081,18318,0,2425,5.9982,2466.3,98.818,94.92
5555.6,16017,0,2425,6.4067,2258.7,95.969,33.78
5910.5,18362,0,2425,6.7735,2332.9,126.58,87.163
6221.8,14870,0,2425,5.7814,2593.1,99.828,98.343
8392.5,10063,0,2425,6.4855,2253.7,99.038,91.509
10698,6314.5,0,2425,4.7323,3299.6,95.881,71.294
11830,8730,0,2425,5.1751,3164.8,117.24,117.06
12534,7888.6,0,2425,4.9729,3214.1,107.54,117.86
13397,14946,0,2425,7.0038,2306.3,135.16,104.95
15730,4502.4,0,2425,5.0581,3057.3,98.902,50.293
16131,18647,0,2425,6.4396,2547.8,127.97,68.629
5540.9,16047,0,2426,6.3042,2261.6,90.272,74.314
6228.2,14873,0,2426,5.8655,2528.3,98.215,97.76
8401.5,10078,0,2426,6.2223,2394.6,101.5,57.901
10691,6321.8,0,2426,4.5599,3467.2,96.246,81.446
12522,7897.1,0,2426,6.0653,2520.7,109.15,74.141
15735,4507.2,0,2426,5.1486,3061.4,106.15,61.359
16124,18649,0,2426,6.1848,2692.7,130.14,92.857
5558.1,16041,0,2427,6.3168,2265.2,91.178,77.707
5901,18366,0,2427,6.127,2655.9,126.94,80.705
6215.3,14875,0,2427,5.4775,2704,92.614,64.117
8394.8,10089,0,2427,5.6549,2736.1,105,97.699
11125,5432.8,0,2427,4.3995,3542.9,87.323,86.808
12326,5191,0,2427,6.3147,2277.2,93.312,63.949
15713,4508.8,0,2427,4.8069,3317.6,102.99,75.914
16133,18669,0,2427,7.2142,2372.6,153.31,104.86
5077.8,18323,0,2428,7.193,2005.3,103.36,123.49
5551.7,16038,0,2428,6.5886,2141.7,90.65,104.91
5897.7,18378,0,2428,5.376,3126.4,127.69,87.322
8387.9,10094,0,2428,5.7872,2656,104.29,62.465
11126,5436.5,0,2428,4.7776,3278.9,95.647,67.266
15710,4524,0,2428,5.5396,2843.9,111.23,61.023
15854,12514,0,2428,5.4397,3022,121.31,64.738
16153,18691,0,2428,5.6948,3168.4,157.8,120.42
5071.9,18322,0,2429,6.0006,2427.7,95.041,83.233
5901.3,18374,0,2429,5.0602,3329.4,122.97,60.59
6227.4,14885,0,2429,5.8464,2499.8,94.337,70.747
8388.5,10087,0,2429,5.8868,2566.6,100.99,85.146
8389.1,14632,0,2429,5.7615,2575.9,96.121,90.601
16149,18689,0,2429,6.1654,2903.8,161.65,83.761
16520,20231,0,2429,7.6895,2236.4,160.92,78.827
5076.4,18345,0,2430,6.2379,2284.8,92.427,73.88
5899.1,18364,0,2430,7.0403,2207.5,123.33,93.681
6237.2,14886,0,2430,5.4921,2716.6,95.84,89.268
8383.8,10096,0,2430,5.4154,2905.7,105.97,98.242
8401.8,14643,0,2430,6.1089,2426.4,100.69,79.575
15883,12503,0,2430,4.7921,3396.6,107.95,84.183
16508,20323,0,2430,8.1392,2097.9,164.01,66.509
5927.7,18386,0,2431,7.0887,2161.8,119.83,60.864
6238.3,14892,0,2431,5.8038,2591.8,101.99,74.736
8365.5,10131,0,2431,5.8807,2723.5,118.67,88.717
8407.6,14643,0,2431,6.1853,2420.5,104.34,66.847
15885,12511,0,2431,4.8628,3299.7,105,67.461
21105,15001,0,2431,5.6692,2862.5,115.79,41.215
6223.8,14863,0,2432,5.891,2559.3,102.54,80.527
8395,14636,0,2432,6.3229,2333.2,101.14,76.576
15879,12498,0,2432,5.1621,3123.5,111.12,66.422
6217.5,14883,0,2433,5.8408,2499.5,93.528,51.23
8382,14636,0,2433,6.5059,2284.4,104.54,46.131
15873,12500,0,2433,4.8841,3388.2,114.7,66.553
15932,19198,0,2433,6.6844,2592.9,157.73,118.49
8386.9,14634,0,2434,6.2726,2374,102.77,63.599
15410,15926,0,2434,5.9562,2602.4,107.79,37.974
19249,14336,0,2434,6.1204,2509.1,111.43,64.427
8384.9,14632,0,2435,6.3118,2356.1,102.63,83.019
12296,5187,0,2435,5.9558,2522.9,101.29,55.232
15823,6579.3,0,2436,8.1533,1863.2,123.64,77.895
17038,16622,0,2436,5.2317,3203.1,124.75,54.724
7339.3,11731,0,2437,6.5525,2294.3,106.28,67.619
8402.5,14660,0,2437,6.7875,2296.3,122.91,103.44
11193,17964,0,2437,5.1881,3237.9,125.82,107.1
15186,14200,0,2437,5.8515,2694.8,110.92,44.651
15836,6574,0,2437,7.9819,1906,122,89.713
20941,19875,0,2437,6.7671,2290.5,120.41,54.907
7348.1,11739,0,2438,6.2286,2381.2,98.559,68.281
8422.6,14665,0,2438,6.887,2251.4,122.53,98.678
15192,14210,0,2438,6.0061,2576.5,107.91,74.18
7342.3,11732,0,2439,5.4289,2902.4,106.65,89.54
8416.9,14665,0,2439,6.793,2236.3,115.41,62.364
15895,10231,0,2439,6.8748,2296.6,126.55,83.876
17055,16646,0,2439,4.7848,3571.7,124.11,72.492
7355.7,11741,0,2440,5.9414,2648.8,112.1,66.477
8393.2,14641,0,2440,6.4207,2308.9,103.63,80.335
14973,5776.5,0,2440,8.6061,1844.5,139.56,73.382
15851,6574.6,0,2440,7.9648,1953.7,131.08,80.411
17040,16652,0,2440,6.225,2576.6,123.44,64.446
17823,14739,0,2440,4.3064,3930.6,110.88,103.41
7362.1,11745,0,2441,6.7494,2230.3,110.17,74.641
8407,14640,0,2441,6.313,2314.1,98.838,79.082
12606,12440,0,2441,8.2454,1904.6,136.51,86.725
17818,14736,0,2441,4.1104,4115.9,105.75,57.109
7347.8,11748,0,2442,5.7852,2724.7,113.85,71.124
15848,6574.2,0,2442,8.2006,1883,130.12,77.233
17831,14739,0,2442,4.0893,4048.7,98.788,85.002
7343.4,11744,0,2443,5.8293,2667.7,110.18,72.046
12327,9040.8,0,2443,4.3951,3733.1,102.77,83.5
17826,14742,0,2443,4.0151,4238.1,105.77,70.742
7347.3,11738,0,2444,6.2443,2477.3,110.8,72.546
12333,9035.1,0,2444,5.4495,2734.4,92.475,41.468
12641,5449.8,0,2444,5.7835,2767,118.1,84.43
16204,18219,0,2444,5.5225,3172.1,134.11,81.651
17826,14742,0,2444,4.5555,3634.6,109.4,92.542
18102,8232.1,0,2444,5.9374,2580.6,107.48,38.717
4966,11450,0,2445,7.4894,2027.9,112.95,2.8411
7362.1,11746,0,2445,6.8093,2320,122.1,78.574
12427,4470.3,0,2445,6.6024,2213.9,101.87,56.074
12646,5445.3,0,2445,5.5155,2944.3,119.47,76.59
16337,18197,0,2445,3.7664,5321.4,153.51,124.34
17888,11430,0,2445,7.8656,1922.2,121.84,90.257
18099,8229.7,0,2445,6.3853,2331.6,104.1,65.388
20258,17012,0,2445,4.4053,4098,133.7,63.911
21308,14418,0,2445,6.5235,2442.5,120.5,68.851
4971.9,11438,0,2446,6.3248,2419,104.15,96.55
7353,11741,0,2446,7.5238,2053.2,121.88,53.817
12413,4482.3,0,2446,4.6138,3436.7,97.76,66.448
12636,5433.6,0,2446,6.3523,2483.6,121.15,82.73
16378,18367,0,2446,4.4346,4656.9,187.97,83.346
18078,20042,0,2446,5.6056,2916.5,119.12,56.883
20265,17010,0,2446,4.3951,4144.5,138.98,70.69
7355.5,11737,0,2447,6.9474,2262.5,122.72,80.831
15856,6583.2,0,2447,8.0527,1943.2,133.7,98.584
