,x [nm],y [nm],z [nm],frame,uncertainty [nm],intensity [photon],offset [photon],loglikelihood,sigma [nm],dx [nm],dy [nm]
3740,1519.4541977051733,10863.612124310956,0,5327,6.3099,1831.5,122.02,112.38,122.88,75.24580229482672,11.38787568904445
3741,1531.6392615684185,10870.615857753577,0,5328,6.3982,1973.6,120.3,85.195,131.0,75.26073843158156,11.384142246422925
3742,1512.4243274222783,10861.619595577344,0,5329,5.942,2121.5,120.61,108.42,129.35,75.2756725777217,11.380404422656284
3743,1526.5093952751129,10865.623337777917,0,5330,5.7586,2119.4,121.2,112.36,125.96,75.29060472488709,11.376662222082814
3744,1532.9944651352714,10874.627084350961,0,5331,5.856,2138.0,121.42,97.00299999999999,128.37,75.30553486472854,11.372915649038987
3745,1517.2795370111103,10864.630835292139,0,5332,5.5133,2079.9,118.34,124.97,120.84,75.32046298888963,11.369164707861273
3746,1519.0646109109898,10868.634590597114,0,5333,6.7706,1986.0,119.7,92.725,137.69,75.33538908901028,11.365409402886144
3747,1528.2496868432477,10871.638350261546,0,5334,5.3129,2066.8,125.79,174.4,115.11,75.35031315675224,11.361649738453707
3748,1516.9347648162627,10867.6421142811,0,5335,4.812,2784.5,124.99,133.29,129.16,75.36523518373724,11.357885718900434
3749,1540.4198448383693,10867.645882651443,0,5336,6.7059,1694.4,117.07,119.31,123.84,75.38015516163068,11.354117348557338
3750,1528.0049269179312,10859.649655368232,0,5337,7.2391,1662.6,116.69,85.137,129.97,75.39507308206885,11.350344631768166
3751,1530.0900110632938,10876.65343242713,0,5338,4.9607,2739.7,117.22,115.37,133.08,75.40998893670621,11.34656757286939
3752,1537.3750972828173,10870.657213823803,0,5339,5.1216,2653.6,118.87,108.42,133.35,75.4249027171827,11.342786176197478
3753,1521.0601855848654,10867.660999553911,0,5340,5.6423,2366.6,116.06,102.12,134.58,75.4398144151346,11.339000446088903
3754,1518.44527597778,10865.66478961312,0,5341,5.6202,1929.2,124.58,161.29,115.37,75.45472402222003,11.335210386880135
3755,1534.5303684699138,10870.668583997089,0,5342,5.5855,2338.1,122.58,88.98100000000001,130.73,75.46963153008619,11.331416002911283
3756,1535.1154630696233,10858.672382701478,0,5343,5.7395,2100.3,124.56,132.06,124.05,75.48453693037663,11.327617298522455
3757,1532.3005597852687,10870.676185721957,0,5344,5.1362,2379.7,121.4,130.51,123.86,75.4994402147313,11.323814278042846
3758,1521.8856586252136,10868.679993054191,0,5345,5.4143,2278.2,122.61,127.01,125.31,75.51434137478645,11.320006945808927
3759,1528.9707595977925,10864.683804693836,0,5346,5.3071,2328.1,122.18,161.92,125.18,75.5292404022075,11.316195306164445
3760,1525.755862711362,10865.687620636554,0,5347,5.5408,2274.3,116.72,90.43299999999999,129.06,75.54413728863801,11.31237936344587
3761,1528.4409679742857,10872.691440878012,0,5348,6.4758,1927.7,119.98,83.348,130.32,75.55903202571426,11.308559121987855
3762,1518.4260753949093,10864.695265413875,0,5349,7.5923,1591.4,120.82,78.374,129.86,75.57392460509072,11.30473458612505
3763,1524.4111849816,10879.699094239797,0,5350,6.0428,1981.8,120.47,103.07,125.46,75.58881501840006,11.300905760203023
3764,1521.396296742696,10868.702927351445,0,5351,5.3121,2394.9,118.19,114.9,128.62,75.603703257304,11.297072648554604
3765,1525.9814106865683,10863.706764744486,0,5352,5.3282,2452.5,115.39,106.84,131.69,75.61858931343158,11.293235255514446
3766,1528.4665268215517,10872.710606414577,0,5353,6.5915,1896.3,117.77,93.63799999999999,131.36,75.63347317844818,11.289393585422658
3767,1531.751645156021,10879.714452357386,0,5354,6.4454,2024.3,118.3,82.116,134.58,75.64835484397918,11.285547642613892
3768,1520.6367656983173,10874.718302568574,0,5355,4.5913,2555.6,130.01,202.76,116.53,75.66323430168268,11.281697431426437
3769,1518.7218884567942,10848.722157043801,0,5356,6.3097,1764.3,126.08,146.11,118.9,75.67811154320589,11.277842956198583
3770,1526.1070134398258,10860.726015778735,0,5357,4.7046,2547.6,125.0,187.46,119.71,75.69298656017418,11.273984221264982
3771,1530.0921406557397,10865.729878769034,0,5358,4.8411,2572.7,121.54,161.21,124.14,75.70785934426021,11.270121230965742
3772,1540.7772701128997,10864.733746010359,0,5359,5.0545,2480.9,116.27,139.51,126.91,75.72272988710029,11.266253989640973
3773,1525.3624018196692,10870.737617498382,0,5360,5.3084,2569.6,112.96,79.245,136.05,75.73759818033068,11.262382501618049
3774,41936.262401819666,18715.73761749838,0,5360,6.3057,2225.0,117.54,111.07,140.42,75.73759818033068,11.262382501618049
3775,1536.5475357843904,10867.741493228757,0,5361,6.065,1868.4,123.02,140.53,120.43,75.7524642156095,11.258506771242537
3776,41933.247535784394,18722.741493228757,0,5361,6.1381,2259.6,114.02,111.0,140.09,75.7524642156095,11.258506771242537
3777,1519.5326720154196,10873.74537319715,0,5362,5.5001,2382.2,118.16,131.13,131.84,75.76732798458033,11.254626802850908
3778,41936.23267201542,18713.745373197147,0,5362,4.527,3535.2,111.3,114.88,146.99,75.76732798458033,11.254626802850908
3779,1518.7178105211242,10858.749257399226,0,5363,5.5965,2257.7,121.37,108.55,128.23,75.78218947887581,11.250742600774174
3780,41918.21781052112,18705.749257399228,0,5363,6.0789,2176.5,117.49,87.54,134.84,75.78218947887581,11.250742600774174
3781,41922.20295130985,18705.753145830648,0,5364,5.4615,2302.7,117.45,144.18,128.39,75.7970486901504,11.246854169354265
3782,1520.1880943899414,10861.757038487067,0,5365,6.6542,1796.2,119.88,91.986,127.09,75.8119056100586,11.242961512933107
3783,41940.188094389945,18722.757038487067,0,5365,6.1031,2037.9,117.67,113.14,129.4,75.8119056100586,11.242961512933107
3784,1520.673239769756,10847.76093536416,0,5366,6.0785,1999.9,121.16,126.07,126.58,75.82676023024396,11.239064635839895
3785,41912.173239769756,18704.76093536416,0,5366,5.4284,2782.7,116.21,76.574,144.81,75.82676023024396,11.239064635839895
3786,1526.0583874576646,10862.764836457585,0,5367,5.392,2231.9,119.15,152.53,124.09,75.8416125423355,11.235163542414739
3787,1521.5435374620124,10859.768741763008,0,5368,4.1942,3670.5,127.05,123.01,137.38,75.85646253798768,11.23125823699229
3788,1560.028689791145,10841.772651276082,0,5369,2.6528,6617.6,132.99,229.61,133.84,75.871310208855,11.227348723918112
3789,1539.213844453419,10822.77656499248,0,5370,5.2829,2463.3,124.48,112.76,128.9,75.886155546581,11.223435007519583
3790,1553.999001457209,10836.780482907865,0,5371,3.8034,4515.2,121.1,87.91,146.07,75.90099854279106,11.219517092134993
3791,1554.0841608108458,10840.784405017892,0,5372,4.792,3282.1,119.79,68.90899999999999,144.43,75.91583918915421,11.215594982108087
3792,1576.1693225226932,10879.78833131823,0,5373,5.6232,3126.7,126.63,84.294,157.45,75.93067747730674,11.21166868176988
3793,1766.9544866011042,11005.792261804538,0,5374,4.4928,3123.4,123.86,142.57,132.23,75.94551339889586,11.207738195462298
3794,1751.5062593841408,10998.831795941887,0,5384,5.0768,2834.1,121.37,82.14,137.87,76.09374061585913,11.168204058112678
3795,1780.8914500461324,11010.835772187631,0,5385,7.8867,1478.3,126.1,79.642,126.47,76.10854995386762,11.164227812369063
3796,24496.64007554,9389.903997316718,0,5402,4.5732,3866.2,128.57,130.45,151.88,76.35992446000091,11.096002683281768
3797,24495.64007554,9389.803997316718,0,5402,4.5434,3927.8,127.22,136.63,153.09,76.35992446000091,11.096002683281768
3798,24499.033566373768,9386.172875331811,0,5512,4.2438,3843.1,134.92,159.38,140.85,77.96643362623217,10.627124668188117
3799,24499.033566373768,9386.972875331812,0,5512,4.136,4066.7,129.08,145.94,144.6,77.96643362623217,10.627124668188117
3800,8243.488816390454,13008.44935139899,0,5529,7.0375,1706.2,122.03,94.90100000000001,128.26,78.21118360954642,10.550648601010835
3801,8245.37445196018,13009.453881783691,0,5530,6.9962,1632.0,124.74,119.72,123.32,78.22554803981984,10.546118216308969
3802,13926.188773154896,5096.842595599513,0,5571,5.7535,1990.9,118.62,161.1,120.9,78.8112268451041,10.357404400487212
3803,13928.188773154896,5097.442595599513,0,5571,5.7393,2071.6,116.91,163.03,124.39,78.8112268451041,10.357404400487212
3804,13934.174570402003,5109.947269461304,0,5572,4.905,2513.8,120.34,173.92,123.37,78.82542959799684,10.35273053869605
3805,13919.131986351233,5098.461310966558,0,5575,5.5077,2070.2,120.42,167.47,119.23,78.86801364876737,10.338689033442279
3806,24658.962017276663,19399.717773703927,0,5587,6.6468,1934.9,124.82,111.61,132.22,79.03798272333734,10.282226296072622
3807,24656.933746869232,19401.727229971948,0,5589,5.067,3039.0,124.5,77.991,142.99,79.06625313076802,10.272770028050218
3808,24655.919617918,19393.731962981838,0,5590,4.7296,2885.4,129.45,139.62,129.46,79.08038208200014,10.268037018160612
3809,24660.905493146227,19405.736699236535,0,5591,4.8362,3003.5,121.4,107.35,137.43,79.09450685377305,10.26330076346676
3810,24645.89137256226,19389.741438731686,0,5592,5.1364,2818.4,117.36,103.42,139.51,79.10862743774123,10.258561268314224
3811,24646.877256174463,19400.74618146297,0,5593,7.011,1914.1,117.63,79.74,139.02,79.12274382553733,10.253818537026746
3812,30582.66601957849,15711.81770781828,0,5608,5.5549,2594.3,127.34,103.51,137.58,79.3339804215102,10.182292181720186
3813,30575.651971465555,15709.822501737752,0,5609,5.8364,2353.9,124.13,156.65,135.07,79.3480285344449,10.177498262248264
3814,30590.637927690812,15712.82729881962,0,5610,5.516,2775.2,127.45,90.376,142.91,79.36207230918808,10.17270118037959
3815,29261.357976081777,566.1938978807716,0,5630,3.2679,4744.8,135.75,297.12,129.51,79.64202391822255,10.07610211922838
3816,29248.344025338905,558.7787603710564,0,5631,3.2619,4575.1,142.17,307.18,125.04,79.65597466109466,10.071239628943658
3817,29287.33007911801,572.1536259283173,0,5632,5.9918,1976.8,118.28,145.93,125.21,79.66992088198822,10.06637407168273
3818,28634.288267670814,1144.048240958598,0,5635,5.9021,2268.2,126.95,116.91,132.99,79.7117323291859,10.051759041401965
3819,26461.24649722225,416.4328834355372,0,5638,4.1125,3474.0,128.39,213.23,130.33,79.75350277774851,10.037116564462849
3820,26445.232582889195,287.7977703402012,0,5639,6.4812,1565.3,123.97,156.84,113.13,79.76741711080467,10.032229659798759
3821,26447.20476799789,283.43755324202806,0,5641,6.4552,1617.9,114.89,116.92,117.51,79.79523200211042,10.02244675797192
3822,26442.190867456367,294.54244923052516,0,5642,6.0085,2317.8,114.59,84.742,140.07,79.80913254363259,10.017550769474838
3823,26431.149193548496,287.83715529426246,0,5645,4.1809,3455.8,129.26,148.58,131.43,79.85080645150447,10.002844705737516
3824,26455.135311512633,287.12206333380266,0,5646,3.7261,4146.2,129.6,166.71,134.17,79.86468848736695,9.997936666197347
3825,26482.065971209915,625.6566484735675,0,5651,6.9395,1597.2,123.83,87.37799999999999,119.34,79.934028790085,9.973351526432452
3826,26490.052117183182,637.6015744595737,0,5652,5.5886,2459.3,115.29,125.35,134.92,79.94788281681758,9.968425540426324
3827,26482.99674813406,639.2413081191821,0,5656,4.1166,3197.2,127.18,227.17,121.78,80.00325186593909,9.948691880817933
3828,26494.96909196115,648.6911927176196,0,5658,3.2452,4836.7,139.79,293.52,126.85,80.03090803885061,9.938807282380367
3829,26493.955270991853,649.6261394438193,0,5659,2.5486,7011.0,142.78,331.25,129.52,80.04472900814653,9.933860556180662
3830,26493.94145477846,645.7710891155523,0,5660,2.4213,7575.4,149.39,492.94,129.0,80.05854522153822,9.92891088444776
3831,26490.927643329338,653.5960417284873,0,5661,2.5115,7485.1,138.95,392.28,133.89,80.07235667066197,9.923958271512674
3832,26489.913836652828,647.2509972782826,0,5662,2.7524,6233.5,139.54,373.58,129.32,80.08616334717226,9.919002721717334
3833,26488.886237651073,645.7209171711082,0,5664,2.5431,6839.4,145.08,463.93,127.01,80.11376234892668,9.90908282889177
3834,26495.87244534255,649.5658815054692,0,5665,2.8853,5785.1,142.57,291.27,127.9,80.12755465745067,9.904118494530849
3835,26487.858657840054,644.4108487593408,0,5666,2.6692,6235.3,145.19,422.93,125.06,80.14134215994636,9.899151240659194
3836,26496.844875151943,643.9758189283867,0,5667,2.7053,6653.4,133.95,309.29,133.88,80.15512484805731,9.894181071613275
3837,26492.83109728658,647.0507920082741,0,5668,2.4917,7442.5,144.04,484.7,131.73,80.16890271341981,9.889207991725925
3838,26489.81732425232,642.4057679946609,0,5669,2.4637,7220.1,146.28,493.54,127.69,80.18267574768106,9.884232005339072
3839,26512.803556057504,644.2407468832145,0,5670,6.7276,1835.6,116.87,146.49,128.54,80.19644394249553,9.879253116785549
3840,30564.36557904674,15690.281577705964,0,5702,5.0305,2883.3,124.65,126.57,136.78,80.63442095326172,9.718422294035918
3841,30570.351975240643,15683.28664993278,0,5703,5.2612,2524.6,120.57,142.61,131.2,80.64802475935721,9.713350067220745
3842,26488.324783007312,27780.296802646175,0,5705,4.4747,3262.3,122.61,134.03,135.87,80.67521699268764,9.70319735382509
3843,26484.311194596776,27779.301883124077,0,5706,6.3095,2077.0,111.0,95.296,137.2,80.68880540322425,9.698116875923006
3844,26487.29761133481,27783.306966343673,0,5707,4.3033,3467.4,121.08,160.16,137.19,80.70238866519139,9.693033656327316
3845,26487.284033229756,27781.312052300615,0,5708,6.2276,2460.7,106.34,68.275,153.04,80.71596677024354,9.687947699383585
3846,30573.284033229756,15704.312052300616,0,5708,5.5233,2313.4,121.85,160.63,128.46,80.71596677024354,9.687947699383585
3847,26468.270460289983,27775.317140990574,0,5709,5.4257,2232.9,119.57,144.03,125.17,80.72953971001698,9.682859009426465
3848,22959.27242197469,242.30981246820687,0,5861,6.696000000000001,2006.0,119.62,73.665,137.34,82.72757802531123,8.880187531793126
3849,22940.25973774418,233.46526821292704,0,5862,7.0722,1613.3,126.4,79.396,122.73,82.74026225581838,8.87473178707296
3850,22947.247059965517,237.13072602273132,0,5863,5.9945,1894.9,123.08,123.23,120.62,82.75294003448289,8.869273977268676
3851,24490.969798060294,9394.051311527119,0,5885,3.9095,4520.9,131.5,231.35,146.8,83.03020193970588,8.74868847288053
3852,24489.969798060294,9393.75131152712,0,5885,3.9219999999999997,4461.2,132.82,199.98,145.79,83.03020193970588,8.74868847288053
3853,47350.54765928307,2057.1395254230893,0,5919,6.5452,1639.6,117.15,137.66,119.33,83.4523407169363,8.560474576910565
3854,47385.52307379168,2041.3506639374505,0,5921,5.8826,2539.7,105.13,77.374,149.32,83.47692620832095,8.549336062549628
3855,47420.498516079286,2057.8618096885843,0,5923,6.1323,2039.0,111.25,124.1,132.41,83.5014839207106,8.538190311415747
3856,24491.4862476611,9397.467385267097,0,5924,3.8129,4928.0,127.86,120.83,152.68,83.51375233889848,8.532614732903312
3857,24490.4862476611,9397.567385267097,0,5924,3.7976,4941.1,127.45,141.02,152.78,83.51375233889848,8.532614732903312
3858,47404.4862476611,2043.4673852670967,0,5924,6.8885,2093.2,100.54,72.887,151.42,83.51375233889848,8.532614732903312
3859,10044.145592222692,39214.62421486722,0,5952,7.4637,1787.1,117.76,126.63,139.43,83.85440777730764,8.375785132784586
3860,10045.133529320941,39221.629840774105,0,5953,5.0867,2842.6,125.1,154.88,137.08,83.8664706790587,8.370159225896714
3861,10043.109425162056,39214.64109759475,0,5955,7.1668,1637.2,120.01,118.77,126.9,83.89057483794386,8.358902405250774
3862,10059.085349918369,39239.65236106231,0,5957,6.291,2395.6,115.58,74.188,148.16,83.91465008163141,8.347638937686497
3863,10046.073323160606,39216.65799527785,0,5958,4.4032,3470.0,124.23,157.86,138.8,83.92667683939362,8.342004722153433
3864,10058.061303656697,39227.663631142095,0,5959,5.0158,3018.5,120.83,130.16,142.07,83.93869634330258,8.336368857906564
3865,10056.013298346781,39221.68619099952,0,5963,4.3228,3908.4,121.67,108.86,148.33,83.98670165321892,8.313809000475885
3866,24489.97737093924,9394.503127991606,0,5966,3.6127,5070.9,132.06,183.05,147.68,84.02262906076066,8.29687200839362
3867,24488.97737093924,9394.103127991606,0,5966,3.6141,5015.2,133.02,174.42,146.66,84.02262906076066,8.29687200839362
3868,26134.493042388345,6951.636004225365,0,6007,6.5015,2223.7,113.55,102.68,145.55,84.5069576116548,8.06399577463526
3869,26139.481385336076,6963.54171518385,0,6008,6.3639,2214.5,112.44,51.273999999999994,142.98,84.51861466392438,8.058284816150262
3870,26141.469735616574,6950.44742753424,0,6009,6.5777,2224.7,112.76,54.95,147.24,84.53026438342567,8.052572465760022
3871,26156.45809322124,6960.753141270206,0,6010,6.0366,2182.9,115.99,114.43,134.9,84.54190677875886,8.046858729794621
3872,26133.351279578146,6952.118784484383,0,6108,3.8599,3524.8,124.04,224.48,125.65,85.6487204218538,7.481215515617805
3873,26145.340319771996,6953.924604035197,0,6109,3.108,5075.1,127.77,262.33,131.07,85.65968022800371,7.475395964802374
3874,26141.220186738927,6949.588667339218,0,6120,6.5585,1612.0,117.13,166.62,117.85,85.77981326107329,7.411332660782136
3875,26143.18755745748,6963.806153834955,0,6123,4.1291,3583.0,123.04,173.99,134.51,85.81244254251942,7.393846165045034
3876,26156.715434358146,6947.3632188921765,0,6167,6.5721,2135.2,111.52,63.562,143.76,86.28456564185399,7.136781107823481
3877,4144.962828845819,13622.003784561955,0,6191,3.3651,4876.0,119.57,139.54,139.13,86.53717115418112,6.996215438044601
3878,4146.352376456589,13627.00964498012,0,6192,3.8719,3847.8,122.86,128.25,133.94,86.54762354341074,6.990355019879644
3879,4094.3314889279773,13518.021366489065,0,6194,5.832999999999999,2917.2,118.21,106.58,157.94,86.56851107202237,6.978633510934742
3880,3527.521053771435,14058.027227567183,0,6195,2.1509,9603.3,158.26,273.04,135.62,86.57894622856475,6.972772432816782
3881,3549.7106243419557,14226.033088852617,0,6196,3.4801,6191.0,145.38,173.26,159.57,86.58937565804445,6.9669111473831435
3882,2797.6481675524456,3603.268260564092,0,6202,6.5797,2006.0,110.79,71.487,137.98,86.65183244755463,6.93173943590773
3883,2786.427394049811,3592.879985839266,0,6204,2.6833,5568.5,129.2,406.76,121.85,86.67260595018888,6.920014160734354
3884,2780.2066431462868,3594.3917117156498,0,6206,3.1956,4491.8,124.16,250.39,124.71,86.69335685371334,6.908288284350419
3885,2787.3962761477283,3597.3975748634593,0,6207,2.5969,5851.0,130.53,442.33,121.89,86.70372385227165,6.902425136540842
3886,2791.3859147731832,3590.503438142569,0,6208,2.7005,5629.1,130.55,383.95,123.15,86.71408522681668,6.896561857431152
3887,2791.2755590140805,3593.109301546645,0,6209,2.7582,5890.0,124.2,296.17,130.29,86.7244409859195,6.890698453355071
3888,2789.2652088618197,3593.115165069348,0,6210,2.5683,5891.2,132.5,444.33,120.92,86.7347911381803,6.8848349306517775
3889,2790.054864307812,3595.821028704343,0,6211,2.2298,7857.8,131.33,455.71,127.84,86.74513569218834,6.878971295656811
3890,2794.1445253434854,3601.5268924453017,0,6212,2.7025,6136.0,126.35,238.74,130.85,86.7554746565147,6.873107554698436
3891,2789.5341919602333,3599.332756285882,0,6213,2.7863,6098.9,133.67,233.75,132.49,86.76580803976685,6.867243714117649
3892,2805.0238641494916,3602.5386202197574,0,6214,4.2983,3370.6,115.55,126.61,135.43,86.77613585050858,6.861379780242714
3893,2788.61354190266,3597.7444842405853,0,6215,2.7577,5678.7,131.19,351.19,125.96,86.78645809734007,6.855515759414629
3894,2787.403225211149,3597.1503483420383,0,6216,2.5335,6655.5,131.03,343.05,129.21,86.7967747888506,6.849651657961658
3895,2785.192914066378,3588.0562125177717,0,6217,3.8835,3694.1,117.17,137.34,131.54,86.80708593362215,6.843787482228436
3896,2789.5826084597597,3597.8620767614584,0,6218,2.5355,6744.2,129.91,290.61,130.59,86.81739154024035,6.837923238541407
3897,2782.7620138266298,3591.37380542735,0,6220,2.6404,6106.4,126.28,343.6,127.81,86.83798617337015,6.826194572649911
3898,2800.1311631984245,3596.691398777457,0,6223,4.526,2898.5,113.63,143.84,128.78,86.86883680157553,6.808601222543075
3899,24490.00825216412,9389.06177316241,0,6235,3.3372,4945.0,131.22,259.4,136.1,86.99174783588023,6.7382268375895364
3900,24490.00825216412,9389.56177316241,0,6235,3.3142,5034.7,129.05,236.42,137.51,86.99174783588023,6.7382268375895364
3901,30564.634091837215,15701.478671230418,0,6272,6.1776,2676.5,110.53,94.835,157.78,87.36590816278476,6.5213287695823965
3902,30575.62407760556,15707.48452945598,0,6273,4.1999,3843.2,122.83,113.3,142.29,87.37592239443984,6.5154705440199905
3903,12317.604064305575,43478.4962450404,0,6275,5.1582,2654.9,112.86,141.76,135.87,87.39593569442513,6.5037549596054305
3904,12318.594065220066,43485.50210238658,0,6276,3.3324,4804.2,131.39,206.39,133.64,87.40593477993389,6.497897613424357
3905,12329.584071166097,43486.50795942696,0,6277,5.3260000000000005,2315.1,121.55,182.67,125.4,87.41592883390331,6.4920405730390485
3906,30559.57408213508,15708.513816155211,0,6278,6.3899,2310.8,116.9,79.10300000000001,145.44,87.42591786491903,6.486183844788684
3907,12332.554119107575,43486.52552864999,0,6280,4.4208,3258.1,125.49,137.83,133.46,87.44588089242461,6.474471350013118
3908,12318.544145093903,43488.53138440384,0,6281,3.5311,4091.2,132.14,275.77,126.53,87.45585490609665,6.4686155961608165
3909,12328.534176068842,43487.537239820216,0,6282,6.4901,1777.3,116.13,158.83,124.95,87.4658239311575,6.462760179781981
3910,30560.5242120238,15704.543094892793,0,6283,6.3655,2319.7,112.99,73.248,146.62,87.47578797620008,6.456905107206694
3911,12329.514252950197,43489.54894961523,0,6284,5.9059,2354.7,114.22,92.413,139.91,87.48574704980274,6.451050384768678
3912,12329.504298839434,43481.55480398119,0,6285,5.6442,2280.3,120.94,109.41,130.27,87.49570116056566,6.44519601880711
3913,24486.46453185315,9392.078217753598,0,6289,3.6613,4855.3,136.14,167.59,144.39,87.53546814684887,6.421782246401563
3914,24485.46453185315,9392.678217753599,0,6289,3.5661,5144.9,128.95,187.79,148.35,87.53546814684887,6.421782246401563
3915,18301.168750659668,35526.75359509174,0,6319,5.3338,2217.8,130.33,216.3,119.9,87.83124934033185,6.246404908262775
3916,18305.158964839015,35530.75943299023,0,6320,4.4626,2883.9,136.74,242.16,121.71,87.84103516098548,6.240567009774168
3917,18294.149183672085,35517.76527030418,0,6321,3.8732,3203.4,140.02,322.48,115.34,87.8508163279148,6.234729695814167
3918,18309.1394071503,35528.771107027285,0,6322,4.0864,3621.1,132.06,191.54,132.17,87.86059284970179,6.228892972712856
3919,18306.12963526507,35535.7769431532,0,6323,3.9378,3833.6,129.47,214.8,133.54,87.87036473492844,6.2230568468003185
3920,18313.11986800781,35534.78277867558,0,6324,4.9031,2642.2,123.12,175.36,127.23,87.88013199219131,6.217221324423008
3921,18307.110105369935,35532.7886135881,0,6325,4.3729,3286.0,131.2,177.03,131.5,87.8898946300651,6.211386411905551
3922,18308.09059391798,35512.8002815582,0,6327,5.8138,1985.7,126.38,146.76,120.4,87.90940608202072,6.199718441799632
3923,18309.080845086737,35534.806114603125,0,6328,4.3023,3124.5,133.71,229.87,125.03,87.9191549132629,6.193885396876794
3924,18306.07110084052,35526.81194701284,0,6329,4.8124,2774.5,126.52,155.46,128.55,87.92889915948035,6.188052987161427
3925,18305.06136117076,35523.81777878102,0,6330,4.1266,3528.4,131.64,194.55,131.15,87.93863882924052,6.182221218978157
3926,18308.051626068864,35533.82360990133,0,6331,4.2939,3181.9,131.58,224.73,126.77,87.9483739311363,6.17639009866798
3927,24483.867515606486,9394.434269666484,0,6350,4.0883,4312.3,133.55,150.84,147.38,88.13248439351446,6.065730333515603
3928,24482.867515606486,9394.634269666485,0,6350,3.9645,4610.4,126.18,172.55,151.84,88.13248439351446,6.065730333515603
3929,24489.69456003294,9393.038848006241,0,6368,3.8184,4828.0,124.74,175.28,151.62,88.30543996705819,5.961151993758904
3930,24487.69456003294,9392.538848006241,0,6368,3.83,4751.3,126.43,158.76,150.44,88.30543996705819,5.961151993758904
3931,24485.475554397533,9391.072051936306,0,6391,3.5722,4868.1,134.35,196.54,142.09,88.52444560246659,5.827948063693839
3932,24485.475554397533,9391.172051936306,0,6391,3.5267,5042.8,130.32,152.33,144.81,88.52444560246659,5.827948063693839
3933,24490.230553417878,9395.02196741465,0,6417,4.1885,4028.0,130.64,229.21,144.52,88.76944658212233,5.678032585350593
3934,24488.230553417878,9395.121967414649,0,6417,4.2099,3950.5,132.54,212.6,143.19,88.76944658212233,5.678032585350593
3935,24485.10903093983,9390.496628168099,0,6430,4.0766,4060.4,134.44,138.43,141.29,88.89096906016857,5.603371831901313
3936,24485.10903093983,9390.796628168098,0,6430,3.9601,4341.5,127.28,116.54,145.81,88.89096906016857,5.603371831901313
3937,74.16498042078018,27110.79457566342,0,6500,6.4814,2584.6,109.43,60.192,153.48,89.5350195792198,5.2054243365764705
3938,24487.33809214746,9397.673220525669,0,6514,3.7688,4628.1,129.68,155.32,144.89,89.66190785254003,5.12677947433076
3939,24486.33809214746,9398.273220525669,0,6514,3.7269,4721.7,127.28,154.48,146.23,89.66190785254003,5.12677947433076
3940,10191.238806238434,6366.034764437805,0,6525,3.7063,4434.1,115.06,98.88799999999999,143.34,89.76119376156566,5.065235562195085
3941,10198.229797779248,6356.640348166754,0,6526,3.3095,4899.7,132.38,148.82,134.57,89.77020222075225,5.05965183324588
3942,10194.22079220496,6359.745930006232,0,6527,3.1302,5210.6,136.51,199.94,132.59,89.77920779503984,5.05406999376828
3943,10195.211789506957,6365.751509949893,0,6528,3.1477,5306.1,127.29,147.13,136.74,89.78821049304315,5.0484900501069205
3944,10183.193792705493,6361.062664124449,0,6530,3.8351,4302.0,119.54,53.233000000000004,143.58,89.80620729450675,5.037335875551435
3945,10192.175807306183,6362.473810639745,0,6532,3.0437,5498.3,127.8,167.28,135.74,89.82419269381717,5.026189360254648
3946,10191.166818860864,6357.379381009339,0,6533,3.0206,5586.5,133.42,145.21,135.05,89.83318113913629,5.020618990660296
3947,10194.157833240326,6361.484949445108,0,6534,3.9501,3869.3,130.04,122.35,134.9,89.842166759674,5.015050554891786
3948,10190.148850435973,6358.390515940728,0,6535,3.3832,4520.4,128.52,189.5,131.05,89.85114956402685,5.0094840592719265
3949,10195.139870439223,6366.396080489854,0,6536,3.2929,5167.7,127.82,136.59,139.71,89.86012956077684,5.0039195101453515
3950,10198.130893241494,6371.8016430861635,0,6537,3.5376,4395.2,127.28,181.56,133.99,89.86910675850595,4.9983569138366875
3951,10191.121918834186,6366.60720372331,0,6538,3.4449,4895.5,119.04,128.53,142.42,89.87808116581436,4.992796276690569
3952,44281.61471105591,17000.320715617643,0,6595,5.5796,2107.1,114.01,125.44,124.03,90.38528894409319,4.679284382358674
3953,24484.30705983533,9397.209551933182,0,6630,3.2897,5275.5,143.82,246.33,137.49,90.69294016467029,4.490448066819226
3954,24484.30705983533,9397.90955193318,0,6630,3.2485,5456.4,139.4,235.93,140.02,90.69294016467029,4.490448066819226
3955,24486.210890774983,9392.468268594488,0,6641,3.3480000000000003,5496.1,137.7,177.55,144.46,90.78910922501746,4.4317314055115276
3956,24487.210890774983,9392.468268594488,0,6641,3.3384,5504.6,137.51,181.0,144.59,90.78910922501746,4.4317314055115276
3957,24488.880364935507,9391.7686175628,0,6679,3.5604,4809.9,143.99,149.7,138.48,91.1196350644932,4.2313824371995
3958,24487.880364935507,9392.8686175628,0,6679,3.4114,5388.8,130.2,174.36,146.98,91.1196350644932,4.2313824371995
3959,24487.69870937624,9395.177588010567,0,6700,3.7075,4719.1,132.12,144.64,144.12,91.30129062376,4.122411989432294
3960,24486.69870937624,9395.777588010567,0,6700,3.6404,4967.4,126.76,157.93,148.25,91.30129062376,4.122411989432294
3961,24480.41445924823,9395.54613908918,0,6733,3.6812,4443.5,135.14,175.4,137.36,91.58554075177017,3.9538609108203673
