,x [nm],y [nm],z [nm],frame,uncertainty [nm],intensity [photon],offset [photon],loglikelihood,sigma [nm],dx [nm],dy [nm]
548,33411.82982584495,35991.18518550144,0,184,3.3449,5141.6,144.25,254.14,137.17,6.170174155053246,-1.185185501439264
549,48509.82982584495,15002.18518550144,0,184,5.5619,2529.4,113.64,75.355,140.1,6.170174155053246,-1.185185501439264
550,5475.662320395413,23625.194225589454,0,185,4.5364,3902.2,137.08,152.78,150.19,6.237679604586447,-1.1942255894555274
551,22932.762320395414,204.66422558945553,0,185,3.9523,3812.2,133.66,168.48,131.11,6.237679604586447,-1.1942255894555274
552,33419.76232039541,35984.194225589454,0,185,4.4712,3605.0,131.94,196.67,142.05,6.237679604586447,-1.1942255894555274
553,5503.994949954377,23618.203152921524,0,186,5.107,3405.7,140.49,190.8,150.6,6.30505004562292,-1.2031529215255432
554,20775.694949954377,42296.203152921524,0,186,4.8404,4436.5,128.59,214.4,170.94,6.30505004562292,-1.2031529215255432
555,22925.694949954377,207.10315292152555,0,186,3.0438,6001.6,142.81,207.21,137.8,6.30505004562292,-1.2031529215255432
556,33410.69494995438,35987.203152921524,0,186,3.2252,5674.8,137.93,230.02,142.87,6.30505004562292,-1.2031529215255432
557,5461.227714348539,23638.211967725125,0,187,3.8594,4770.8,148.85,260.67,146.78,6.372285651461425,-1.2119677251230314
558,18543.62771434854,31064.211967725125,0,187,6.0908,2755.0,120.37,102.65,155.34,6.372285651461425,-1.2119677251230314
559,22924.62771434854,204.79196772512304,0,187,3.0169,6019.2,146.67,248.13,136.28,6.372285651461425,-1.2119677251230314
560,33411.627714348535,35989.211967725125,0,187,3.7775,4986.5,128.59,176.54,152.9,6.372285651461425,-1.2119677251230314
561,48509.627714348535,14989.211967725123,0,187,4.637,2893.3,131.17,127.5,127.44,6.372285651461425,-1.2119677251230314
562,5459.660613404596,23644.220670227714,0,188,4.7046,3419.9,141.5,191.43,141.02,6.439386595404358,-1.220670227714436
563,18535.560613404596,31042.220670227714,0,188,4.5021,3760.5,126.26,156.98,147.62,6.439386595404358,-1.220670227714436
564,22927.560613404596,209.07067022771443,0,188,4.4094,3396.6,135.66,150.41,132.97,6.439386595404358,-1.220670227714436
565,33416.560613404596,35993.22067022772,0,188,3.4289,5201.0,137.55,218.39,142.54,6.439386595404358,-1.220670227714436
566,5465.593646949235,23632.22926065678,0,189,3.6739,5378.8,139.53,234.18,154.28,6.5063530507650285,-1.2292606567771145
567,20814.493646949235,42276.22926065678,0,189,7.3088,2526.2,127.72,111.98,167.65,6.5063530507650285,-1.2292606567771145
568,22929.493646949235,213.08926065677713,0,189,3.4331,5186.9,133.54,176.76,141.25,6.5063530507650285,-1.2292606567771145
569,33404.49364694924,35991.22926065678,0,189,2.5582,8036.0,142.09,251.44,144.47,6.5063530507650285,-1.2292606567771145
570,5467.526814809158,23641.237739239776,0,190,3.5892,5022.5,159.47,271.69,140.71,6.573185190842196,-1.2377392397756921
571,22917.426814809158,205.0177392397757,0,190,3.9106,4018.2,137.93,144.1,133.38,6.573185190842196,-1.2377392397756921
572,33403.42681480916,35983.237739239776,0,190,3.2409,5781.5,141.21,242.77,144.3,6.573185190842196,-1.2377392397756921
573,5487.4601168110585,23621.246106204188,0,191,4.849,3442.4,133.96,132.39,147.1,6.639883188941894,-1.2461062041875266
574,18559.360116811058,31089.246106204188,0,191,6.7134,2298.2,117.89,63.805,151.17,6.639883188941894,-1.2461062041875266
575,20825.360116811058,42288.246106204184,0,191,7.1005,2228.8,131.43,81.377,150.51,6.639883188941894,-1.2461062041875266
576,22935.360116811058,216.82610620418754,0,191,4.466,3342.8,125.91,97.889,135.37,6.639883188941894,-1.2461062041875266
577,5470.993552781637,23653.25436177748,0,192,4.8873,3643.6,134.57,200.5,153.43,6.706447218362882,-1.2543617774808808
578,18539.293552781637,31080.25436177748,0,192,5.4935,3080.2,126.13,154.16,153.03,6.706447218362882,-1.2543617774808808
579,48512.29355278164,15004.25436177748,0,192,6.0003,2006.9,118.97,106.64,126.64,6.706447218362882,-1.2543617774808808
580,5468.727122547578,23634.262506187126,0,193,5.3675,2974.5,137.61,166.14,144.28,6.772877452422108,-1.2625061871258367
581,22940.227122547578,202.10250618712584,0,193,4.6662,3422.3,127.25,95.045,140.8,6.772877452422108,-1.2625061871258367
582,44997.22712254758,27539.262506187126,0,193,6.8977,2074.7,127.88,133.35,141.63,6.772877452422108,-1.2625061871258367
583,5486.760825935578,23642.270539660596,0,194,3.4438,5847.8,143.23,249.33,153.63,6.839174064421968,-1.2705396605942951
584,18536.160825935578,31067.270539660596,0,194,4.2945,4290.0,131.67,204.39,152.44,6.839174064421968,-1.2705396605942951
585,44983.16082593558,27545.270539660596,0,194,2.7996,7240.0,169.12,331.23,141.91,6.839174064421968,-1.2705396605942951
586,5482.994662772342,23623.278462425355,0,195,5.9969,2548.6,123.17,93.786,146.54,6.905337227657583,-1.278462425356338
587,18542.094662772342,31077.278462425355,0,195,4.1694,4230.2,146.13,175.42,145.15,6.905337227657583,-1.278462425356338
588,22928.094662772342,216.96846242535634,0,195,3.391,4937.6,138.6,173.39,135.09,6.905337227657583,-1.278462425356338
589,44983.094662772346,27552.278462425355,0,195,2.727,7490.0,167.51,363.99,142.0,6.905337227657583,-1.278462425356338
590,5470.728632884547,23638.28627470888,0,196,6.122999999999999,2374.2,129.97,86.111,140.39,6.971367115453177,-1.286274708880228
591,18543.028632884547,31060.28627470888,0,196,3.2878,6061.9,131.84,290.86,152.03,6.971367115453177,-1.286274708880228
592,44998.02863288455,27543.28627470888,0,196,6.2739,2343.5,129.02,112.31,142.03,6.971367115453177,-1.286274708880228
593,5495.362736098907,23625.293976738645,0,197,4.7632,3489.7,139.29,128.93,144.99,7.037263901092956,-1.2939767386451422
594,5487.596972242102,23629.301568742114,0,198,5.6821,2646.1,134.68,148.34,140.77,7.103027757897507,-1.3015687421138864
595,18548.896972242102,31073.301568742114,0,198,4.9693,3340.3,128.51,165.94,148.14,7.103027757897507,-1.3015687421138864
596,5462.1313411408455,23633.309050946766,0,199,4.1876,3677.4,145.69,226.84,133.47,7.168658859154675,-1.3090509467638185
597,20816.831341140845,42296.309050946766,0,199,7.607,1957.1,127.64,69.171,146.91,7.168658859154675,-1.3090509467638185
598,5482.665842621807,23628.31642358006,0,200,4.7854,3512.5,133.63,151.91,147.57,7.234157378192322,-1.3164235800613824
599,18539.765842621808,31060.31642358006,0,200,4.0931,4307.9,125.8,126.74,148.72,7.234157378192322,-1.3164235800613824
600,5482.400476511705,23652.32368686948,0,201,6.0589,2259.4,133.67,127.28,133.89,7.299523488294653,-1.323686869478479
601,18546.700476511705,31060.32368686948,0,201,4.8423,3816.4,120.84,145.13,159.03,7.299523488294653,-1.323686869478479
602,20834.700476511705,42302.32368686948,0,201,7.6997,2213.2,137.4,102.99,157.94,7.299523488294653,-1.323686869478479
603,5463.535242637217,23644.33084104249,0,202,3.9867,4604.3,140.54,194.81,149.36,7.364757362782257,-1.330841042490647
604,20803.635242637218,42315.330841042494,0,202,6.4356,2561.8,132.39,142.63,152.65,7.364757362782257,-1.330841042490647
605,5481.67014082505,23637.33788632656,0,203,5.513,2689.6,136.87,169.88,138.33,7.429859174950252,-1.3378863265606924
606,18547.57014082505,31108.33788632656,0,203,6.2728,2540.3,122.49,115.79,151.57,7.429859174950252,-1.3378863265606924
607,5476.205170901895,23650.344822949166,0,204,5.4538,3298.8,126.44,153.73,159.55,7.494829098104674,-1.3448229491659731
608,18533.505170901895,31081.344822949166,0,204,4.0489999999999995,4708.4,131.82,157.48,155.1,7.494829098104674,-1.3448229491659731
609,5467.440332694445,23630.351651137775,0,205,7.6372,2139.7,125.56,129.41,157.06,7.559667305555195,-1.351651137776571
610,18546.440332694445,31063.351651137775,0,205,4.0152,4278.5,131.7,176.81,144.42,7.559667305555195,-1.351651137776571
611,48508.440332694445,15011.351651137777,0,205,6.8415,1766.2,116.16,87.499,130.02,7.559667305555195,-1.351651137776571
612,5461.9756260293925,23641.358371119863,0,206,4.2611,4280.1,132.06,194.89,152.65,7.624373970607849,-1.3583711198625679
613,18554.375626029392,31063.358371119863,0,206,3.1029,6184.8,142.85,253.92,144.45,7.624373970607849,-1.3583711198625679
614,5458.511050733438,23648.36498312289,0,207,4.7605,3307.0,144.24,164.5,138.7,7.688949266561394,-1.3649831228922267
615,5480.046606633275,23647.371487374337,0,208,5.2292,3303.7,135.4,173.97,151.97,7.753393366725504,-1.3714873743392673
616,18559.246606633274,31050.371487374337,0,208,3.8729,4708.2,125.83,185.8,150.55,7.753393366725504,-1.3714873743392673
617,48517.24660663327,15005.37148737434,0,208,6.973,1730.0,115.56,81.681,130.36,7.753393366725504,-1.3714873743392673
618,5474.482293555594,23644.37788410168,0,209,5.8091,2717.1,129.2,122.09,147.26,7.8177064444062125,-1.3778841016792285
619,18563.182293555594,31054.37788410168,0,209,4.6206,3608.7,124.84,173.76,147.27,7.8177064444062125,-1.3778841016792285
620,48514.1822935556,14999.37788410168,0,209,6.2996,2153.9,108.79,96.84700000000001,140.92,7.8177064444062125,-1.3778841016792285
621,5478.518111327101,23643.384173532373,0,210,5.3722,2971.4,137.49,133.83,144.43,7.88188867289864,-1.3841735323749162
622,20824.1181113271,42267.38417353237,0,210,7.7349,2081.4,126.52,64.793,155.56,7.88188867289864,-1.3841735323749162
623,5462.45405977448,23655.390355893906,0,211,6.5037,2215.3,128.32,119.7,141.16,7.945940225519735,-1.3903558939036884
624,18550.05405977448,31046.390355893906,0,211,6.2687,2699.4,114.09,89.318,159.13,7.945940225519735,-1.3903558939036884
625,20814.05405977448,42286.390355893906,0,211,7.0328,2575.3,134.21,121.28,162.67,7.945940225519735,-1.3903558939036884
626,5470.4901387244245,23652.396431413734,0,212,4.8693,3662.5,126.46,143.98,155.73,8.009861275575531,-1.3964314137319889
627,5473.426348003639,23663.402400319334,0,213,5.7057,2802.4,128.46,93.613,148.31,8.07365199636115,-1.4024003193335375
628,18554.92634800364,31043.402400319334,0,213,4.6083,3864.9,128.08,161.93,152.67,8.07365199636115,-1.4024003193335375
629,5480.462687438821,23645.40826283818,0,214,4.8067,3815.5,133.57,212.25,156.31,8.137312561178987,-1.4082628381784161
630,18554.86268743882,31067.40826283818,0,214,5.0654,3060.1,128.34,143.24,142.25,8.137312561178987,-1.4082628381784161
631,5462.799156856647,23665.414019197735,0,215,5.1503,3224.9,134.75,161.59,147.81,8.200843143353268,-1.4140191977367067
632,18557.799156856647,31059.414019197735,0,215,3.7961,4977.7,122.85,187.32,153.83,8.200843143353268,-1.4140191977367067
633,5457.235756083832,23675.419669625484,0,216,6.5369,2429.8,126.92,93.89200000000001,150.75,8.264243916168198,-1.419669625483948
634,18559.73575608383,31050.419669625484,0,216,4.4031,3725.8,127.15,155.26,144.01,8.264243916168198,-1.419669625483948
635,33444.73575608383,2483.919669625484,0,216,4.9645,2709.5,126.82,101.13,129.56,8.264243916168198,-1.419669625483948
636,5475.9724849470595,23648.425214348885,0,217,4.8516,3301.4,131.65,147.42,143.91,8.327515052940726,-1.425214348886584
637,5466.009343273023,23644.430653595417,0,218,3.861,5056.8,128.12,215.78,157.62,8.390656726976886,-1.4306535954146966
638,33444.60934327303,2490.0306535954146,0,218,4.1712,3507.6,129.7,196.15,132.01,8.390656726976886,-1.4306535954146966
639,5465.246330888432,23650.435987592544,0,219,4.8235,3492.3,140.61,168.27,146.16,8.45366911156816,-1.4359875925438246
640,48507.546330888435,15007.435987592544,0,219,6.6555,1978.8,113.86,76.881,137.76,8.45366911156816,-1.4359875925438246
641,5461.483447619961,23646.441216567742,0,220,4.5763,3576.8,137.06,195.16,143.03,8.516552380038775,-1.4412165677404118
642,48514.48344761996,14995.44121656774,0,220,7.0433,1502.5,124.83,121.63,117.4,8.516552380038775,-1.4412165677404118
643,5477.220693294313,23634.44634074848,0,221,5.4184,3070.5,138.03,160.84,148.36,8.579306705687486,-1.4463407484781783
644,48507.42069329431,15026.446340748478,0,221,6.885,1777.6,118.69,87.89299999999999,130.48,8.579306705687486,-1.4463407484781783
645,5473.558067738194,23647.451360362233,0,222,4.4636,3832.3,136.9,177.51,146.69,8.641932261805778,-1.4513603622308437
646,20786.358067738194,42330.45136036223,0,222,4.1546,4786.3,138.21,259.81,158.66,8.641932261805778,-1.4513603622308437
647,48508.3580677382,14989.45136036223,0,222,6.782,1930.3,116.63,77.279,136.71,8.641932261805778,-1.4513603622308437
648,5457.995570778286,23646.45627563646,0,223,4.7273,3847.9,132.05,198.67,155.15,8.704429221714236,-1.4562756364630332
649,20793.295570778286,42320.45627563646,0,223,3.6731,5050.9,153.11,344.03,145.22,8.704429221714236,-1.4562756364630332
650,34035.29557077828,11301.456275636463,0,223,4.4301,3309.1,130.97,127.76,131.12,8.704429221714236,-1.4562756364630332
651,48502.29557077828,15011.456275636463,0,223,6.9088,1721.9,120.27,81.597,127.72,8.704429221714236,-1.4562756364630332
652,5460.133202241288,23640.461086798652,0,224,4.2829,4405.3,136.12,231.73,155.05,8.766797758711618,-1.4610867986521043
653,48508.23320224129,15005.461086798652,0,224,6.2574,2095.1,117.66,81.774,135.04,8.766797758711618,-1.4610867986521043
654,5459.570961953896,23635.465794076263,0,225,4.2231,4110.9,137.67,196.23,146.26,8.82903804610396,-1.4657940762645012
655,5461.608849742803,23665.470397696772,0,226,4.4955,3928.7,138.93,144.17,149.27,8.891150257197296,-1.4703976967721246
656,48516.1088497428,15003.470397696772,0,226,6.2055,1963.9,114.82,99.044,129.38,8.891150257197296,-1.4703976967721246
657,5483.64686543471,23637.47489788765,0,227,5.4474,3114.8,132.2,149.11,152.03,8.953134565290384,-1.4748978876486945
658,5486.085008856297,23647.47929487636,0,228,5.3868,3261.8,135.63,197.11,154.33,9.01499114370381,-1.4792948763606546
659,48495.985008856296,14998.47929487636,0,228,6.7992,1851.5,116.87,99.585,133.27,9.01499114370381,-1.4792948763606546
660,5477.7232798342675,23658.48358889038,0,229,4.3855,4179.0,135.67,181.03,153.25,9.076720165732695,-1.483588890379906
661,48512.92327983427,14987.48358889038,0,229,6.1499,1734.5,117.47,138.98,117.8,9.076720165732695,-1.483588890379906
662,5456.861678195328,23634.487780157186,0,230,5.7643,2542.1,131.58,113.92,139.4,9.13832180467216,-1.4877801571838063
663,5457.000203766157,23659.491868904235,0,231,5.3757,2952.6,136.26,138.92,144.07,9.19979623384279,-1.4918689042351616
664,5465.138856373453,23659.49585535901,0,232,5.7534,2850.0,133.68,152.62,149.4,9.261143626546982,-1.4958553590095107
665,5468.877635843916,23657.49973974898,0,233,3.8837,4876.0,131.45,224.61,153.99,9.322364156083495,-1.4997397489787545
666,5461.616542004238,23653.50352230161,0,234,4.9343,2965.7,145.41,147.34,132.81,9.383457995762,-1.5035223016075179
667,48516.61654200424,14992.503522301608,0,234,6.6978,1822.5,117.11,114.62,130.23,9.383457995762,-1.5035223016075179
668,48514.555574681115,15020.507203244377,0,235,6.6889,1677.8,122.75,128.52,121.74,9.444425318881258,-1.5072032443767966
669,5462.794733701238,23655.510782804748,0,236,5.2053,3266.0,135.71,172.9,150.07,9.505266298761853,-1.5107828047475778
670,48515.49473370124,15007.510782804748,0,236,6.5266,2037.7,114.52,94.986,138.02,9.505266298761853,-1.5107828047475778
671,5464.234018891312,23647.5142612102,0,237,4.4575,3779.2,139.35,134.5,144.53,9.565981108687993,-1.514261210199038
672,48507.43401889131,15010.514261210199,0,237,7.0461,1784.0,118.89,87.40899999999999,133.15,9.565981108687993,-1.514261210199038
673,5453.873430078023,23638.517638688198,0,238,4.3042,4266.1,143.83,195.94,150.54,9.626569921976625,-1.5176386881976214
674,5472.612967088063,23630.520915466215,0,239,4.2712,3816.2,145.05,217.01,139.14,9.687032911937422,-1.5209154662134097
675,5467.552629748131,23648.524091771716,0,240,4.7405,3651.0,130.4,114.39,150.99,9.747370251869143,-1.5240917717183038
676,5463.1924178849295,23642.527167832188,0,241,4.4862,3809.8,137.41,154.0,146.5,9.807582115070545,-1.5271678321878426
677,5479.632331325141,23632.53014387509,0,242,4.9438,3040.2,138.01,174.6,136.94,9.867668674858578,-1.530143875090289
678,48510.13233132514,15002.53014387509,0,242,6.4499,1810.4,114.39,83.52,126.63,9.867668674858578,-1.530143875090289
679,5474.7723698954715,23654.533020127892,0,243,6.3373,2754.2,122.04,116.03,161.33,9.927630104528362,-1.5330201278939057
680,48521.07236989547,15002.533020127894,0,243,7.1203,1924.8,118.18,66.814,141.21,9.927630104528362,-1.5330201278939057
681,5449.612533422607,23658.53579681807,0,244,4.9635,3319.4,140.3,178.77,144.66,9.987466577393207,-1.5357968180705939
682,48504.0125334226,15004.53579681807,0,244,6.861000000000001,1918.5,120.4,63.898999999999994,136.32,9.987466577393207,-1.5357968180705939
683,5459.752821733248,23658.538474173096,0,245,4.6926,3542.6,138.86,171.6,144.64,10.047178266751871,-1.5384741730940732
684,48512.95282173325,15008.538474173094,0,245,6.1642,1974.4,118.19,104.75,128.21,10.047178266751871,-1.5384741730940732
685,48496.89323465408,15011.541052420436,0,246,5.5244,2046.4,128.5,170.39,117.82,10.106765345917665,-1.5410524204362446
686,5458.5337720118105,23666.54353178756,0,247,7.6256,1761.0,128.23,96.79,137.53,10.166227988189348,-1.543531787561733
687,5445.374433633138,23650.545912501948,0,248,6.5299,2461.6,128.58,119.93,151.22,10.22556636686204,-1.545912501947896
688,5443.874433633138,23649.545912501948,0,248,6.3421,2633.3,124.39,125.43,155.61,10.22556636686204,-1.545912501947896
689,5458.956128973318,23650.550378882377,0,250,4.0777,4214.0,128.57,210.28,146.64,10.343871026681882,-1.5503788823789364
690,5462.397162345574,23652.552465003362,0,251,4.8274,3558.6,136.38,175.12,149.1,10.402837654426548,-1.5524650033621583
691,5456.338319288189,23657.55445338149,0,252,4.6074,3693.5,130.26,204.84,148.53,10.461680711810914,-1.5544533814918395
692,27136.53831928819,30367.55445338149,0,252,6.7734,2040.7,127.73,166.47,138.29,10.461680711810914,-1.5544533814918395
693,5468.179599627877,23653.556344244236,0,253,4.3673,3556.5,141.37,166.45,136.23,10.520400372122822,-1.556344244234424
694,5474.321003191313,23639.55813781906,0,254,4.4465,3376.9,140.75,180.29,133.83,10.578996808686497,-1.5581378190599935
695,5462.162529805218,23660.559834333442,0,255,4.4408,3523.2,135.83,125.04,138.51,10.637470194782509,-1.559834333444087
696,5456.0041792962575,23664.561434014853,0,256,4.5639,3321.7,139.13,153.67,135.56,10.695820703742356,-1.5614340148513293
697,5460.645951491146,23660.56293709076,0,257,5.361000000000001,2818.1,132.73,132.57,140.43,10.754048508853884,-1.5629370907590783
698,27145.245951491146,30360.56293709076,0,257,6.3201,1937.1,135.69,160.54,124.63,10.754048508853884,-1.5629370907590783
699,5474.787846216566,23666.564343788632,0,258,4.7048,3461.7,136.7,137.84,143.44,10.812153783434042,-1.5643437886337779
700,27138.187846216566,30362.564343788632,0,258,5.9763,2403.9,119.35,88.604,141.74,10.812153783434042,-1.5643437886337779
701,5464.729863299215,23667.565654335944,0,259,4.9989,3088.4,131.95,141.18,141.06,10.870136700785224,-1.56565433594551
702,27145.129863299215,30371.565654335944,0,259,5.115,2952.3,125.92,135.75,140.97,10.870136700785224,-1.56565433594551
703,5458.672002565805,23655.566868960173,0,260,4.0747,4318.1,132.99,139.96,147.76,10.927997434195277,-1.5668689601734513
704,7574.472002565804,48267.56686896017,0,260,7.4039,2441.6,137.77,172.14,162.63,10.927997434195277,-1.5668689601734513
705,5464.414263843015,23656.567987888782,0,261,4.497,3021.2,138.82,214.43,126.07,10.985736156984785,-1.567987888780408
706,5470.556646957533,23658.56901134924,0,262,3.7468,4085.8,137.92,176.19,131.91,11.04335304246706,-1.5690113492400997
707,7592.456646957533,48285.56901134924,0,262,8.2522,2108.7,136.94,140.36,160.67,11.04335304246706,-1.5690113492400997
708,5466.79915173607,23653.569939569024,0,263,3.6227,4457.7,147.03,213.95,133.73,11.100848263929947,-1.5699395690226083
709,5467.941778005317,23665.5707727756,0,264,7.4028,1834.5,126.29,95.588,138.67,11.158221994683117,-1.5707727756016538
710,27129.841778005317,30375.5707727756,0,264,6.3954,2197.9,120.93,69.074,140.66,11.158221994683117,-1.5707727756016538
711,48311.33085291499,5640.874033573279,0,273,3.4462,4318.4,130.18,226.64,128.32,11.66914708501281,-1.574033573278939
712,48302.274684559525,5634.073929158711,0,274,3.5987,4280.8,120.05,161.47,134.79,11.72531544047888,-1.5739291587105981
713,48306.218635788406,5639.373732233117,0,275,3.8169999999999997,4140.4,121.03,131.41,138.41,11.781364211590699,-1.5737322331169707
714,48331.16270642835,5651.973443023971,0,276,5.4861,2584.4,107.0,94.74799999999999,141.55,11.837293571650662,-1.5734430239717767
715,48305.10689630602,5644.973061758739,0,277,3.7862,4268.3,119.98,120.06,140.41,11.893103693982994,-1.573061758739641
716,48309.05120524813,5645.0725886649,0,278,3.4955,4704.0,117.26,143.26,140.21,11.948794751871901,-1.5725886648997403
717,48309.99563308137,5645.272023969922,0,279,3.5129,4644.8,116.44,149.42,139.86,12.004366918627056,-1.5720239699221565
718,48308.94017963244,5642.771367901271,0,280,3.5654,4354.3,122.86,147.39,134.43,12.059820367558132,-1.5713679012715147
719,48307.88484472803,5641.470620686428,0,281,5.97,2666.9,105.43,56.788000000000004,155.19,12.115155271963886,-1.5706206864288106
720,48310.82962819484,5650.4697825528565,0,282,5.2625,2727.0,113.88,62.903,139.63,12.170371805161267,-1.56978255285685
721,48311.774529859555,5648.768853728027,0,283,4.4036,3415.6,117.18,106.92,138.66,12.225470140441757,-1.568853728027534
722,48327.719549548885,5656.867834439413,0,284,6.4299,2132.2,112.3,66.618,139.93,12.28045045111503,-1.5678344394127635
723,48311.609942308125,5641.865525380713,0,286,3.8274,3879.0,115.66,126.41,134.23,12.390057691874972,-1.5655253807126428
724,27131.555315031437,30360.56423606557,0,287,6.5761,1860.2,128.81,98.005,126.97,12.444684968562797,-1.5642360655710945
725,48311.55531503144,5642.364236065571,0,287,4.1899,3491.1,111.53,112.41,136.42,12.444684968562797,-1.5642360655710945
726,48308.50080508613,5645.862857196528,0,288,3.8912,4116.5,114.94,112.6,141.61,12.499194913871179,-1.562857196528057
727,33442.44641229891,2490.4613890010537,0,289,4.2808,3588.3,124.13,67.977,138.17,12.553587701091601,-1.5613890010536124
728,48317.44641229891,5646.561389001054,0,289,5.4064,2791.9,114.61,81.833,144.61,12.553587701091601,-1.5613890010536124
729,33439.39213649646,2492.9598317066234,0,290,4.2706,3398.3,120.04,127.89,134.21,12.607863503537374,-1.5598317066232994
730,48320.33797750548,5650.758185540703,0,291,4.1964,3614.2,114.21,130.42,138.78,12.662022494518169,-1.5581855407035619
731,33452.28393515268,2496.656450730768,0,292,6.4946,2194.6,119.43,58.977,142.14,12.71606484732547,-1.5564507307681197
732,48322.28393515268,5651.956450730768,0,292,5.888,2378.7,110.07,81.118,140.85,12.71606484732547,-1.5564507307681197
733,33433.23000926472,2507.154627504287,0,293,7.2435,1892.5,117.17,59.376000000000005,141.43,12.769990735279862,-1.5546275042870548
734,48315.17619966833,5637.55271608873,0,294,4.4382,3272.4,113.67,95.479,136.72,12.823800331672828,-1.552716088730449
735,48299.12250619018,5644.25071671157,0,295,6.2706,2160.1,108.57,82.00399999999999,139.91,12.877493809824955,-1.5507167115702032
736,48303.01546689541,5644.346454982321,0,297,4.7476,3371.7,107.78,90.822,149.23,12.984533104587172,-1.5464549823209381
737,13951.962120732183,34092.544193085174,0,298,5.6758,2459.3,133.65,171.92,134.22,13.037879267816606,-1.5441930851757206
738,7612.508889993989,48260.541844136314,0,299,7.9672,1974.5,133.04,134.73,151.26,13.09111000601115,-1.5418441363126476
739,13950.908889993989,34095.541844136314,0,299,5.8667,2642.4,122.11,108.82,147.54,13.09111000601115,-1.5418441363126476
740,48315.90888999399,5638.841844136313,0,299,4.6937,2992.7,114.35,91.595,134.96,13.09111000601115,-1.5418441363126476
741,13931.855774507523,34106.5394083632,0,300,5.8687,2508.6,132.37,95.26899999999999,140.06,13.144225492476835,-1.539408363201801
742,48322.85577450752,5638.439408363201,0,300,5.02,2923.0,108.54,86.551,142.01,13.144225492476835,-1.539408363201801
743,48321.80277409946,5644.836885993308,0,301,5.6863,2481.8,108.96,86.48200000000001,141.19,13.197225900541525,-1.5368859933078056
744,48322.74988859653,5648.634277254112,0,302,7.2453,1672.4,108.5,74.76,132.45,13.250111403471237,-1.5342772541116574
745,48312.6971178254,5637.13158237308,0,303,5.8421,2357.2,103.6,57.538000000000004,141.43,13.302882174601109,-1.5315823730798002
746,48322.64446161278,5637.8288015776825,0,304,5.4285,2713.8,111.8,70.935,143.26,13.355538387222623,-1.5288015776823158
747,48307.59191978535,5649.125935095393,0,305,4.1938,3641.0,119.74,153.15,138.11,13.408080214645452,-1.5259350953929243
748,48310.53949216982,5648.822983153678,0,306,4.1059,4028.4,114.91,79.568,146.02,13.460507830179267,-1.5229831536780694
749,48308.48717859289,5645.219945980017,0,307,4.173,3659.8,115.48,108.14,139.11,13.512821407108277,-1.519945980016928
750,48312.382892861555,5648.1136168467165,0,309,4.1644,3878.1,112.97,84.66799999999999,144.72,13.617107138445135,-1.5136168467161042
751,48310.33092036056,5648.7103253420255,0,310,4.8851,3023.8,106.79,93.77799999999999,142.56,13.669079639443225,-1.5103253420256806
752,48311.27906120492,5648.506949515266,0,311,4.1521,3898.9,113.17,105.6,144.81,13.720938795078837,-1.50694951526566
753,48309.22731522135,5644.603489593912,0,312,4.5783,3534.7,110.64,98.197,148.28,13.77268477864709,-1.5034895939115813
754,48304.17568223654,5648.499945805428,0,313,4.402,3653.2,112.3,87.557,146.18,13.824317763457657,-1.4999458054280694
755,48317.12416207719,5645.7963183772945,0,314,4.6888,3056.4,112.33,107.59,137.16,13.875837922812934,-1.4963183772943012
756,48303.8174007505,5649.572810114125,0,320,4.3916,3268.0,112.1,102.25,135.83,14.182599249499617,-1.4728101141245133
757,48311.76666551678,5650.568603577598,0,321,4.4439,3411.5,111.77,92.259,141.0,14.23333448322228,-1.4686035775976052
758,48314.716041722066,5656.464315221185,0,322,6.0996,2579.6,103.14,58.711000000000006,154.86,14.283958277934289,-1.4643152211847337
759,48302.66552919307,5643.75994527236,0,323,6.1246,2290.0,109.38,80.642,142.34,14.33447080692713,-1.4599452723596187
760,48311.564837238984,5647.250961507344,0,325,5.9673,2409.3,115.12,84.855,142.18,14.435162761019456,-1.4509615073438908
761,48303.514657467276,5655.446348146097,0,326,4.8632,3190.4,113.46,73.87100000000001,145.02,14.485342532723735,-1.4463481460970797
762,33439.46458826806,2486.341654102322,0,327,5.8712,2110.1,122.86,135.51,127.07,14.535411731940258,-1.4416541023219906
763,48308.46458826806,5645.641654102322,0,327,5.5731,2390.6,118.52,106.15,133.04,14.535411731940258,-1.4416541023219906
764,48295.414629468025,5638.3368796034865,0,328,7.8914,1757.4,112.63,106.01,145.21,14.58537053197142,-1.4368796034868865
765,24652.315042372287,19404.427090150515,0,330,7.0853,1948.1,125.99,107.35,139.08,14.68495762771272,-1.4270901505151414
766,33436.315042372284,2479.627090150515,0,330,5.5719,2321.8,120.37,81.033,130.26,14.68495762771272,-1.4270901505151414
767,48307.315042372284,5647.427090150515,0,330,4.2366,3753.3,115.22,86.3,143.23,14.68495762771272,-1.4270901505151414
768,24641.265413729972,19390.422075651324,0,331,5.4805,3408.1,117.31,101.62,163.26,14.734586270027648,-1.4220756513241213
769,33438.26541372997,2472.522075651324,0,331,4.3265,3356.4,124.26,87.12100000000001,133.35,14.734586270027648,-1.4220756513241213
770,24636.215894793622,19381.41698160696,0,332,7.0172,1880.7,128.73,103.89,134.15,14.784105206377717,-1.4169816069588705
771,24644.166485389924,19396.411808244888,0,333,5.513999999999999,2870.7,132.33,120.51,144.98,14.833514610076236,-1.411808244887652
